"seqnames","start","end","width","strand","SYMBOL"
"chr1",41249684,41306124,56441,"+","KCNQ4"
"chr15",59397284,59417244,19961,"+","CCNB2"
"chr8",95892453,95907482,15030,"-","CCNE2"
"chr17",5185558,5289132,103575,"+","RABEP1"
"chr4",169277886,169401638,123753,"-","DDX60L"
"chr22",25714224,25716193,1970,"+","IGLL3P"
"chr22",25747385,25777544,30160,"-","LRP5L"
"chr3",51967442,51975957,8516,"-","RRP9"
"chr5",133737756,133747598,9843,"-","CDKN2AIPNL"
"chr17",48770551,48785270,14720,"-","ANKRD40"
"chr9",139971953,139978990,7038,"+","UAP1L1"
"chr19",42387267,42434296,47030,"+","ARHGEF1"
"chr20",32077928,32237837,159910,"+","CBFA2T2"
"chr3",44754135,44765323,11189,"+","ZNF502"
"chr1",117297086,117311851,14766,"+","CD2"
"chr5",115163894,115177548,13655,"-","ATG12"
"chr2",179966419,180129350,162932,"-","SESTD1"
"chr1",52521857,52556388,34532,"+","BTF3L4"
"chr2",130896856,130902707,5852,"-","CCDC74B"
"chr19",33072094,33078358,6265,"+","PDCD5"
"chr12",58335445,58351052,15608,"+","ATP23"
"chrX",144908928,144911370,2443,"+","TMEM257"
"chr16",2039946,2044276,4331,"+","SYNGR3"
"chr15",91498106,91506355,8250,"+","RCCD1"
"chr17",76164671,76169009,4339,"+","SYNGR2"
"chr19",33463148,33467960,4813,"+","FAAP24"
"chr22",31556138,31603005,46868,"+","RNF185"
"chr22",39745954,39781593,35640,"+","SYNGR1"
"chr15",78285575,78286567,993,"-","LOC91450"
"chr10",27484143,27531068,46926,"-","ACBD5"
"chr17",79650962,79669151,18190,"+","HGS"
"chr2",42275161,42285668,10508,"+","PKDCC"
"chr22",35462130,35483380,21251,"+","ISX"
"chr14",50033027,50319539,286513,"-","NEMF"
"chr10",105253735,105352309,98575,"+","NEURL1"
"chr19",40315990,40324841,8852,"-","DYRK1B"
"chr11",118209789,118213459,3671,"-","CD3D"
"chr18",77439801,77514510,74710,"+","CTDP1"
"chr11",20620946,20676610,55665,"+","SLC6A5"
"chr5",177664617,178017556,352940,"-","COL23A1"
"chr12",47473386,47630443,157058,"+","PCED1B"
"chr2",197831741,198175521,343781,"-","ANKRD44"
"chr15",45544428,45568132,23705,"+","SLC28A2"
"chr15",85427913,85518876,90964,"+","SLC28A1"
"chr2",7017796,7038363,20568,"+","RSAD2"
"chr1",26608773,26644756,35984,"-","UBXN11"
"chr1",242011493,242053241,41749,"+","EXO1"
"chr12",123717844,123742506,24663,"+","C12orf65"
"chr11",65651211,65656010,4800,"-","FIBP"
"chr22",39925098,39928860,3763,"-","RPS19BP1"
"chr7",131808091,132333447,525357,"-","PLXNA4"
"chr11",117075788,117102811,27024,"-","PCSK7"
"chr11",118175295,118186890,11596,"+","CD3E"
"chr17",33288549,33290205,1657,"+","ZNF830"
"chr17",33677329,33700720,23392,"-","SLFN11"
"chr17",34058679,34070540,11862,"+","RASL10B"
"chr14",65381079,65402084,21006,"+","CHURC1"
"chr11",33037410,33055128,17719,"+","DEPDC7"
"chr7",137074385,137531609,457225,"-","DGKI"
"chr1",78354200,78409578,55379,"+","NEXN"
"chr19",33210679,33312166,101488,"+","TDRD12"
"chr17",17918373,17942480,24108,"-","ATPAF2"
"chr3",112930412,113006305,75894,"+","BOC"
"chr8",110551929,110577391,25463,"+","EBAG9"
"chr19",53868968,53930574,61607,"+","ZNF765"
"chr19",54296855,54327657,30803,"-","NLRP12"
"chr19",54369611,54379689,10079,"+","MYADM"
"chr19",53837002,53858122,21121,"+","ZNF845"
"chr2",42577645,42596150,18506,"-","COX7A2L"
"chr2",85132763,85133799,1037,"+","TMSB10"
"chr11",66790190,66818334,28145,"+","SYT12"
"chr1",173768688,173793777,25090,"-","CENPL"
"chr22",42475695,42480288,4594,"+","SMDT1"
"chr12",46312914,46385903,72990,"-","SCAF11"
"chr8",12579406,12612992,33587,"-","LONRF1"
"chr22",42951229,42978017,26789,"-","RRP7BP"
"chr11",118215059,118224497,9439,"+","CD3G"
"chr19",19734466,19739739,5274,"-","LPAR2"
"chr11",67410026,67418130,8105,"-","ACY3"
"chr8",1993158,2093380,100223,"+","MYOM2"
"chr2",102927962,102968497,40536,"+","IL1RL1"
"chr10",1064847,1071799,6953,"-","IDI2"
"chr14",74181825,74253896,72072,"-","ELMSAN1"
"chr6",111580482,111590261,9780,"+","MFSD4B"
"chr3",185000729,185206882,206154,"+","MAP3K13"
"chr14",74551656,74667117,115462,"+","LIN52"
"chr2",185463093,185804214,341122,"+","ZNF804A"
"chr14",75548818,75593778,44961,"-","NEK9"
"chr18",20714528,20840434,125907,"+","CABLES1"
"chr11",113775518,113817283,41766,"+","HTR3B"
"chr3",101498029,101547075,49047,"+","NXPE3"
"chr8",23101150,23119512,18363,"+","CHMP7"
"chr7",99699130,99707942,8813,"+","AP4M1"
"chr5",38845960,38935743,89784,"+","OSMR"
"chr11",107373453,107436461,63009,"-","ALKBH8"
"chr16",46736194,46797158,60965,"-","MYLK3"
"chr1",155916630,155959864,43235,"-","ARHGEF2"
"chr12",86198331,86230318,31988,"-","RASSF9"
"chr14",103566481,103576894,10414,"+","EXOC3L4"
"chr11",113603905,113644485,40581,"-","ZW10"
"chr14",102606189,102690010,83822,"+","WDR20"
"chr10",124913760,124924886,11127,"+","BUB3"
"chrX",16964814,17171403,206590,"+","REPS2"
"chrX",109917084,110039286,122203,"-","CHRDL1"
"chr15",68483043,68498448,15406,"-","CALML4"
"chr16",71660056,71675868,15813,"+","MARVELD3"
"chr3",53122501,53164470,41970,"-","RFT1"
"chr15",65903704,65953256,49553,"+","SLC24A1"
"chr14",20757301,20774153,16853,"-","TTC5"
"chr10",70715879,70744825,28947,"+","DDX21"
"chr11",111744780,111750181,5402,"-","FDXACB1"
"chr1",167399877,167487847,87971,"-","CD247"
"chr1",161090769,161102478,11710,"-","DEDD"
"chr5",156346293,156390266,43974,"-","TIMD4"
"chr12",59989821,60183635,193815,"+","SLC16A7"
"chr5",60240956,60448864,207909,"+","NDUFAF2"
"chr15",98462784,98517068,54285,"+","ARRDC4"
"chr15",98285846,98417659,131814,"-","LINC00923"
"chr16",23399814,23464512,64699,"-","COG7"
"chr17",7825177,7832753,7577,"-","KCNAB3"
"chrX",148622519,148632086,9568,"+","CXorf40A"
"chr3",155544301,155572248,27948,"-","SLC33A1"
"chr5",150273954,150284545,10592,"-","ZNF300"
"chr5",150040403,150058930,18528,"+","MYOZ3"
"chr19",507497,519654,12158,"+","TPGS1"
"chr2",148602086,148688393,86308,"+","ACVR2A"
"chr12",6898638,6929976,31339,"+","CD4"
"chr10",17631958,17659373,27416,"-","HACD1"
"chrX",152853383,152864632,11250,"-","FAM58A"
"chr13",36342789,36705514,362726,"-","DCLK1"
"chr9",37877572,37904350,26779,"-","SLC25A51"
"chr16",12070602,12668146,597545,"+","SNX29"
"chr1",35734568,35887545,152978,"+","ZMYM4"
"chrX",70459474,70475047,15574,"-","ZMYM3"
"chr1",35449368,35497569,48202,"-","ZMYM6"
"chr13",20397624,20437776,40153,"-","ZMYM5"
"chr4",1243228,1246795,3568,"+","CTBP1-AS2"
"chr2",238536224,238690290,154067,"+","LRRFIP1"
"chr20",23965690,23969416,3727,"-","GGTLC1"
"chr3",37094117,37217851,123735,"-","LRRFIP2"
"chr7",138710452,138720775,10324,"-","ZC3HAV1L"
"chr11",60869930,60895323,25394,"+","CD5"
"chrX",50653735,50659641,5907,"+","BMP15"
"chr2",178479026,178483694,4669,"-","TTC30A"
"chr11",77589766,77705717,115952,"-","INTS4"
"chr3",16306667,16378868,72202,"+","OXNAD1"
"chr10",95517566,95557916,40351,"+","LGI1"
"chr17",8108049,8113944,5896,"-","AURKB"
"chr18",65173819,65183967,10149,"-","DSEL"
"chrX",106143293,106146561,3269,"-","RIPPLY1"
"chr1",180601146,180859415,258270,"+","XPR1"
"chr1",207076631,207095378,18748,"-","FCMR"
"chr8",98656407,98742488,86082,"+","MTDH"
"chr22",33669062,34318584,649523,"-","LARGE1"
"chr16",70695107,70719954,24848,"-","MTSS1L"
"chr17",7758384,7759417,1034,"+","TMEM88"
"chr20",56964175,57026156,61982,"+","VAPB"
"chr10",135207621,135234174,26554,"+","MTG1"
"chr18",9913955,9960018,46064,"+","VAPA"
"chr5",171636650,171710795,74146,"-","UBTD2"
"chr11",62360675,62369312,8638,"-","MTA2"
"chr2",159651829,159719471,67643,"+","DAPL1"
"chr1",157800704,157811634,10931,"-","CD5L"
"chr17",27400539,27402627,2089,"-","TIAF1"
"chr10",103911933,103923627,11695,"+","NOLC1"
"chr10",85954412,85979376,24965,"+","CDHR1"
"chr3",65339906,66024509,684604,"-","MAGI1"
"chr1",167064071,167098402,34332,"+","DUSP27"
"chr1",167599474,167675486,76013,"+","RCSD1"
"chrX",62646439,62780873,134435,"-","LINC01278"
"chr5",36103414,36152015,48602,"-","LMBRD2"
"chr5",68513573,68525985,12413,"+","MRPS36"
"chr4",155665152,155674270,9119,"+","LRAT"
"chr5",81575281,81614147,38867,"+","ATP6AP1L"
"chr8",1449532,1656642,207111,"+","DLGAP2"
"chr19",37128283,37157739,29457,"-","ZNF461"
"chr19",37672481,37701451,28971,"-","ZNF585B"
"chr18",3496030,4455266,959237,"-","DLGAP1"
"chr2",30945638,31030311,84674,"-","CAPN13"
"chr11",58695102,58724543,29442,"+","GLYATL1"
"chr12",128751948,129192460,440513,"+","TMEM132C"
"chr11",60739113,60787848,48736,"+","CD6"
"chr19",8455205,8469317,14113,"+","RAB11B"
"chr5",180017105,180018487,1383,"-","SCGB3A1"
"chr4",1717679,1723084,5406,"-","TMEM129"
"chr10",79550549,79686348,135800,"-","DLG5"
"chr1",156041804,156051789,9986,"-","MEX3A"
"chr5",159848865,159855746,6882,"+","PTTG1"
"chr17",61780192,61819330,39139,"-","STRADA"
"chr17",62075711,62081644,5934,"+","PRR29"
"chr1",169761670,169764061,2392,"-","METTL18"
"chr1",170501263,170522974,21712,"+","GORAB"
"chr4",164047860,164088073,40214,"-","NAF1"
"chr1",172389828,172437969,48142,"+","C1orf105"
"chr16",3115313,3119668,4356,"+","IL32"
"chr19",6463788,6467230,3443,"+","CRB3"
"chr15",55647421,55700708,53288,"-","CCPG1"
"chr3",140770743,140867453,96711,"+","SPSB4"
"chr3",140950682,141013486,62805,"+","PXYLP1"
"chr7",45139699,45151346,11648,"-","TBRG4"
"chr9",125026882,125085742,58861,"+","MRRF"
"chr17",80272746,80275480,2735,"-","CD7"
"chr14",74178486,74181128,2643,"-","PNMA1"
"chr9",125001834,125027143,25310,"-","RBM18"
"chr17",54671060,54672951,1892,"+","NOG"
"chr8",72753777,72756731,2955,"-","MSC"
"chr8",82644688,82671748,27061,"+","CHMP4C"
"chr19",18704035,18717660,13626,"-","CRLF1"
"chr15",59903982,59912210,8229,"+","GCNT3"
"chr11",57319128,57335803,16676,"-","UBE2L6"
"chr6",10873456,10882098,8643,"-","GCM2"
"chrX",150345056,150349937,4882,"+","GPR50"
"chr10",112658488,112679124,20637,"-","BBIP1"
"chr15",59499015,59500785,1771,"+","LDHAL6B"
"chr1",12627939,12677820,49882,"-","DHRS3"
"chr2",87011728,87035519,23792,"-","CD8A"
"chr14",91337167,91526993,189827,"-","RPS6KA5"
"chr17",19912649,20218072,305424,"+","SPECC1"
"chr19",41171812,41196556,24745,"-","NUMBL"
"chr3",50400231,50540892,140662,"-","CACNA2D2"
"chr4",107236767,107270381,33615,"+","AIMP1"
"chrX",13336768,13338518,1751,"-","ATXN3L"
"chr12",120427648,120532299,104652,"+","BICDL1"
"chr17",56378588,56406152,27565,"-","TSPOAP1"
"chr10",127585108,127698161,113054,"+","FANK1"
"chr17",42148098,42153712,5615,"+","G6PC3"
"chr8",8641999,8751131,109133,"-","MFHAS1"
"chr17",42248074,42256451,8378,"+","ASB16"
"chr16",30565085,30569642,4558,"-","ZNF764"
"chr4",71768057,71853891,85835,"+","MOB1B"
"chr2",87042460,87089047,46588,"-","CD8B"
"chr5",176910395,176924602,14208,"-","PDLIM7"
"chr19",39971052,39981528,10477,"+","TIMM50"
"chr1",206858365,206907630,49266,"+","MAPKAPK2"
"chr4",113196782,113207059,10278,"-","TIFA"
"chr2",196998307,197041227,42921,"-","STK17B"
"chr7",43622692,43666978,44287,"+","STK17A"
"chr7",6201412,6312242,110831,"-","CYTH3"
"chr17",79885705,79888629,2925,"+","MAFG-AS1"
"chr19",48972465,48985571,13107,"+","CYTH2"
"chr20",17949762,17971762,22001,"+","MGME1"
"chr17",76670130,76778376,108247,"-","CYTH1"
"chr20",18568556,18744560,176005,"+","DTD1"
"chr4",38869354,38947365,78012,"+","FAM114A1"
"chr2",216946589,216967506,20918,"+","TMEM169"
"chr2",9545815,9563643,17829,"-","ITGB1BP1"
"chr1",202976534,202993197,16664,"+","TMEM183A"
"chr12",130822433,130856877,34445,"+","PIWIL1"
"chr9",140500096,140510657,10562,"+","ARRDC1"
"chr9",140449361,140473387,24027,"-","DPH7"
"chr17",72920370,72930006,9637,"+","OTOP2"
"chr2",230222345,230579286,356942,"-","DNER"
"chr16",30846270,30905399,59130,"-","BCL7C"
"chrX",48316927,48328644,11718,"-","SLC38A5"
"chr20",31870941,31897684,26744,"+","BPIFB1"
"chr2",26624784,26679579,54796,"+","DRC1"
"chr7",72950683,72972065,21383,"-","BCL7B"
"chr3",139076433,139108522,32090,"-","COPB2"
"chr12",66696335,66737423,41089,"+","HELB"
"chr19",41082757,41097305,14549,"+","SHKBP1"
"chr12",6309482,6347437,37956,"+","CD9"
"chr16",90036183,90039240,3058,"-","CENPBD1"
"chr1",228645065,228645560,496,"-","HIST3H2A"
"chrX",40508795,40595136,86342,"-","MED14"
"chr16",89786808,89807332,20525,"+","ZNF276"
"chr1",202092029,202098634,6606,"+","GPR37L1"
"chr16",15021064,15045931,24868,"+","NPIPA1"
"chr19",1491165,1497924,6760,"+","REEP6"
"chr2",131100489,131104197,3709,"+","IMP4"
"chr6",132938289,132945414,7126,"-","TAAR2"
"chr6",132929364,132930441,1078,"-","TAAR3"
"chr16",57653650,57698944,45295,"+","ADGRG1"
"chr5",140011313,140013286,1974,"-","CD14"
"chr2",231772033,231825691,53659,"-","GPR55"
"chr2",38790328,38830178,39851,"-","HNRNPLL"
"chr15",76135622,76193388,57767,"+","UBE2Q2"
"chr16",57546090,57570477,24388,"-","CCDC102A"
"chr1",174417212,174418683,1472,"+","GPR52"
"chr2",198570028,198573114,3087,"+","MARS2"
"chr19",10332109,10341948,9840,"-","S1PR2"
"chr9",18474079,18910947,436869,"+","ADAMTSL1"
"chr1",70671365,70717701,46337,"+","SRSF11"
"chr7",128502857,128505903,3047,"+","ATP6V1F"
"chr19",7541756,7554286,12531,"-","PEX11G"
"chr11",62621376,62621440,65,"-","SNORD29"
"chr9",35860271,35865515,5245,"+","LINC00950"
"chr12",58148881,58154193,5313,"+","MARCH9"
"chr11",62620798,62620865,68,"-","SNORD31"
"chr11",62621135,62621204,70,"-","SNORD30"
"chr3",42695176,42709072,13897,"+","ZBTB47"
"chr3",38495790,38534633,38844,"+","ACVR2B"
"chr16",28943260,28950668,7409,"+","CD19"
"chr11",62622093,62622167,75,"-","SNORD28"
"chr11",62622484,62622555,72,"-","SNORD27"
"chr2",232260335,232265875,5541,"+","B3GNT7"
"chr11",62622764,62622838,75,"-","SNORD26"
"chr11",62623037,62623103,67,"-","SNORD25"
"chr2",18744137,18770846,26710,"-","NT5C1B"
"chr8",110374706,110543500,168795,"+","PKHD1L1"
"chr11",62620382,62620507,126,"-","SNORD22"
"chr12",56660642,56664750,4109,"+","COQ10A"
"chr18",67956137,67997434,41298,"+","SOCS6"
"chr6",14117487,14137148,19662,"+","CD83"
"chr13",103418463,103426149,7687,"-","TEX30"
"chr2",97163383,97173846,10464,"-","NEURL3"
"chr19",35988119,36004560,16442,"-","DMKN"
"chr11",60223282,60238225,14944,"+","MS4A1"
"chr19",44732357,44809178,76822,"-","ZNF235"
"chr8",144656955,144660513,3559,"-","NAPRT"
"chr16",84254741,84273356,18616,"-","KCNG4"
"chr3",194308402,194354418,46017,"-","TMEM44"
"chr7",150745379,150749843,4465,"+","ASIC3"
"chr8",73449626,73850584,400959,"+","KCNB2"
"chr16",30960405,30966259,5855,"+","ORAI3"
"chr11",102447566,102496063,48498,"-","MMP20"
"chr19",9718002,9731916,13915,"-","ZNF561"
"chr9",110247133,110252047,4915,"-","KLF4"
"chr19",9964394,10047070,82677,"-","OLFM2"
"chr5",110998321,111312628,314308,"-","NREP"
"chr12",13153376,13157764,4389,"+","HTR7P1"
"chr5",122424841,122523745,98905,"+","PRDM6"
"chr10",16478942,16555744,76803,"+","PTER"
"chr15",49417471,49447854,30384,"-","COPS2"
"chr1",159997462,160001783,4322,"-","PIGM"
"chr1",160061129,160068618,7490,"-","IGSF8"
"chr5",892969,918164,25196,"+","TRIP13"
"chr1",12806163,12821102,14940,"+","C1orf158"
"chr11",59824101,59838588,14488,"+","MS4A3"
"chr2",230631930,230786655,154726,"-","TRIP12"
"chr14",92434243,92506403,72161,"-","TRIP11"
"chr17",37827375,37844310,16936,"-","PGAP3"
"chr19",6739707,6751529,11823,"+","TRIP10"
"chr19",48799709,48825191,25483,"-","CCDC114"
"chr6",79910962,79944455,33494,"-","HMGN3"
"chr15",64680003,64747502,67500,"+","TRIP4"
"chr17",34842473,34855154,12682,"+","ZNHIT3"
"chr1",205350506,205391214,40709,"-","LEMD1"
"chr9",135906062,135933890,27829,"+","GTF3C5"
"chr9",135545728,135565470,19743,"+","GTF3C4"
"chr19",35820072,35838264,18193,"+","CD22"
"chr2",197627756,197664492,36737,"-","GTF3C3"
"chr18",29202209,29264686,62478,"-","B4GALT6"
"chr12",7623412,7656414,33003,"-","CD163"
"chr19",17160571,17186343,25773,"-","HAUS8"
"chr15",43524793,43559055,34263,"-","TGM5"
"chr20",48249483,48330421,80939,"-","B4GALT5"
"chr19",17530912,17536140,5229,"+","MVB12A"
"chr2",231191894,231268445,76552,"+","SP140L"
"chr5",154237809,154256352,18544,"+","CNOT8"
"chr10",98102975,98119092,16118,"-","OPALIN"
"chrX",102883648,102885876,2229,"+","TCEAL1"
"chrX",135044231,135056188,11958,"-","MMGT1"
"chr17",9729381,9793022,63642,"+","GLP2R"
"chr7",101256605,101272576,15972,"-","MYL10"
"chr1",7831329,7841492,10164,"+","VAMP3"
"chr22",21213292,21245501,32210,"+","SNAP29"
"chr10",135367404,135382876,15473,"-","SYCE1"
"chr19",46706683,46718094,11412,"+","LOC93429"
"chr17",42927655,42976993,49339,"-","EFTUD2"
"chr7",141811549,141843783,32235,"+","MGAM2"
"chr19",19144387,19170310,25924,"+","ARMC6"
"chr16",29985188,30003582,18395,"+","TAOK2"
"chr1",247197940,247242115,44176,"-","ZNF670"
"chr4",118954773,119179789,225017,"+","NDST3"
"chr14",55518362,55536912,18551,"+","MAPK1IP1L"
"chr17",37006321,37010053,3733,"-","RPL23"
"chr13",19997019,20135714,138696,"-","TPTE2"
"chr9",14719732,14722715,2984,"-","CER1"
"chr16",2076869,2089027,12159,"+","SLC9A3R2"
"chr16",82031251,82045093,13843,"-","SDR42E1"
"chr18",54270053,54318502,48450,"-","TXNL1"
"chr4",20255235,20620788,365554,"+","SLIT2"
"chr11",118230296,118269926,39631,"+","UBE4A"
"chr9",126773889,126795442,21554,"+","LHX2"
"chr10",46111039,46168251,57213,"-","ZFAND4"
"chr3",167967310,168548374,581065,"+","EGFEM1P"
"chr11",62744069,62752495,8427,"-","SLC22A6"
"chr13",102104944,102373207,268264,"+","ITGBL1"
"chr4",100467864,100485189,17326,"-","TRMT10A"
"chr12",1901123,2027870,126748,"-","CACNA2D4"
"chr8",124084920,124164392,79473,"+","TBC1D31"
"chr2",170440850,170494254,53405,"+","PPIG"
"chr19",5691845,5720463,28619,"-","LONP1"
"chr1",11714432,11723384,8953,"+","FBXO44"
"chr14",24540046,24547296,7251,"+","CPNE6"
"chr4",6641818,6644470,2653,"+","MRFAP1"
"chr4",6675821,6677774,1954,"+","LOC93622"
"chr4",7045156,7059677,14522,"+","TADA2B"
"chr4",106967233,107237861,270629,"-","TBCK"
"chrX",129305773,129318844,13072,"+","RAB33A"
"chr4",13369347,13485989,116643,"-","RAB28"
"chr6",43445261,43474294,29034,"+","TJAP1"
"chr17",12569207,12670651,101445,"+","MYOCD"
"chr13",33590201,33640282,50082,"+","KL"
"chr19",51293672,51298481,4810,"+","ACPT"
"chr7",116592501,116594388,1888,"-","ST7-AS1"
"chr7",116712481,116785614,73134,"-","ST7-AS2"
"chr7",116822735,116849991,27257,"+","ST7-OT3"
"chr19",49547102,49548568,1467,"+","CGB5"
"chr5",104435175,104435799,625,"+","RAB9BP1"
"chr12",18891045,18892122,1078,"+","CAPZA3"
"chr6",129898240,130182692,284453,"-","ARHGAP18"
"chr7",121958478,122526813,568336,"-","CADPS2"
"chr8",133572745,133573726,982,"-","HPYR1"
"chrX",13707240,13727944,20705,"+","RAB9A"
"chr17",72744751,72765499,20749,"+","SLC9A3R1"
"chr14",78636716,80334633,1697918,"+","NRXN3"
"chr3",186560463,186576252,15790,"+","ADIPOQ"
"chr20",30865454,30922811,57358,"+","KIF3B"
"chr1",52607766,52812358,204593,"+","ZFYVE9"
"chr9",26903368,26947468,44101,"-","PLAA"
"chr13",100153628,100216302,62675,"+","TM9SF2"
"chr11",62756626,62783317,26692,"-","SLC22A8"
"chr15",75212617,75230495,17879,"-","COX5A"
"chr2",50145643,51259674,1114032,"-","NRXN1"
"chr11",64373646,64490660,117015,"-","NRXN2"
"chr9",37422681,37436986,14306,"+","GRHPR"
"chr2",26680071,26781566,101496,"-","OTOF"
"chr17",71189173,71204645,15473,"+","COG1"
"chrX",73012040,73049066,37027,"+","TSIX"
"chr18",47088427,47119278,30852,"+","LIPG"
"chr3",38323789,38359859,36071,"+","SLC22A14"
"chr12",6554051,6560884,6834,"+","CD27"
"chr3",38307298,38319806,12509,"+","SLC22A13"
"chr2",96931884,96939900,8017,"+","CIAO1"
"chr2",105883540,105946148,62609,"-","TGFBRAP1"
"chr2",129023054,129076171,53118,"-","HS6ST1"
"chrX",70797874,70833433,35560,"+","ACRC"
"chr10",15147771,15210695,62925,"-","NMT2"
"chr3",53901094,53916229,15136,"-","ACTR8"
"chr1",28562602,28564616,2015,"+","ATPIF1"
"chr12",8608591,8630926,22336,"+","CLEC6A"
"chr7",129984630,130008571,23942,"+","CPA5"
"chr1",117544372,117579173,34802,"+","CD101"
"chr7",113726365,114333827,607463,"+","FOXP2"
"chr15",74275559,74286963,11405,"-","STOML1"
"chr12",52300692,52317145,16454,"+","ACVRL1"
"chr2",204571198,204603636,32439,"+","CD28"
"chr17",73622925,73663269,40345,"-","RECQL5"
"chr17",26880406,26898887,18482,"-","PIGS"
"chr22",42896585,42908566,11982,"+","SERHL"
"chr8",145736667,145743210,6544,"-","RECQL4"
"chr17",72209696,72258157,48462,"+","TTYH2"
"chr22",40297086,40367384,70299,"+","GRAP2"
"chr19",8959520,9092018,132499,"-","MUC16"
"chr6",27276842,27280011,3170,"-","POM121L2"
"chr19",49557531,49561008,3478,"-","CGB7"
"chr1",87328128,87380107,51980,"-","SELENOF"
"chr19",51020150,51071302,51153,"-","LRRC4B"
"chr4",8271489,8308838,37350,"+","HTRA3"
"chr3",183977003,183979251,2249,"-","CAMK2N2"
"chr5",121187650,121188523,874,"+","FTMT"
"chr19",19779663,19791138,11476,"+","ZNF101"
"chr11",58294344,58345693,51350,"-","LPXN"
"chrX",16737707,16780807,43101,"+","SYAP1"
"chr19",54972979,54974894,1916,"-","LENG9"
"chr1",71528974,71546972,17999,"-","ZRANB2"
"chr4",68686594,68749716,63123,"-","TMPRSS11D"
"chr5",174905514,174955621,50108,"+","SFXN1"
"chr17",40274756,40275371,616,"+","HSPB9"
"chr11",45931220,45939674,8455,"-","PEX16"
"chr2",73169165,73298965,129801,"-","SFXN5"
"chr3",119243140,119278481,35342,"-","CD80"
"chr1",31732415,31769644,37230,"-","SNRNP40"
"chr2",190634993,190649097,14105,"-","ORMDL1"
"chr17",38077296,38083884,6589,"-","ORMDL3"
"chr21",34106210,34144169,37960,"-","PAXBP1"
"chr9",140098535,140100090,1556,"-","TMEM203"
"chr1",94615403,94740624,125222,"-","ARHGAP29"
"chr19",49550895,49559852,8958,"-","CGB8"
"chr12",27175455,27183606,8152,"+","MED21"
"chr6",159071046,159185908,114863,"+","SYTL3"
"chrX",99929489,99987135,57647,"-","SYTL4"
"chrX",37865835,37988073,122239,"+","SYTL5"
"chr9",71939488,72007370,67883,"+","FAM189A2"
"chr10",32094326,32217804,123479,"-","ARHGAP12"
"chr8",10463860,10512617,48758,"-","RP1L1"
"chr9",71736180,71870124,133945,"+","TJP2"
